Seed_id,id,Title,Artist,Similarity,
12990,2533,Child in Time,Deep Purple,0.007,1
12990,5791,Heart of Gold,Neil Young,0.007,1
12990,5797,Old Man,Neil Young,0.006,1
13009,161114,Suspicious Minds,Gareth Gates,1,1
13009,186651,I Knew I Loved You,Savage Garden,0.166,1
13009,61223,Bleeding Love,Leona Lewis,0.057,1
13009,42786,The First Time Ever I Saw Your Face,George Michael,0.004,1
13027,3172,After Midnight,Eric Clapton,0.166,1
13027,2911,Hotel California,Eagles,0.111,1
13027,5791,Heart of Gold,Neil Young,0.101,1
13027,172009,After Midnight,J.J. Cale,0.099,1
13027,5623,Nights in White Satin,The Moody Blues,0.063,1
13027,12990,The Thrill Is Gone,B.B. King,0.007,1
13027,1548,Mustang Sally,Buddy Guy,0.003,1
13161,90130,The Trooper,Iron Maiden,0.487,1
13455,89565,Learn to Fly,Foo Fighters,0.164,1
13455,24715,Killing in the Name,Rage Against the Machine,0.161,1
13455,179578,Panic Station,Muse,0.132,1
13455,23189,Seven Nation Army,The White Stripes,0.128,1
13455,6634,Paranoid Android,Radiohead,0.123,1
13455,6627,Karma Police,Radiohead,0.116,1
13455,92824,No One Knows,Queens of the Stone Age,0.114,1
13455,3307,Epic,Faith No More,0.112,1
13455,9344,Are You Gonna Be My Girl,Jet,0.105,1
13455,6591,Losing My Religion,R.E.M.,0.103,1
13455,53310,Bullet With Butterfly Wings,The Smashing Pumpkins,0.093,1
13455,22055,Kryptonite,3 Doors Down,0.086,1
13455,7387,1979,The Smashing Pumpkins,0.086,1
13455,176516,Paradise,Coldplay,0.083,1
13455,9,Here Without You,3 Doors Down,0.074,1
13455,94109,All These Things That I've Done,The Killers,0.074,1
13455,91498,Photograph,Nickelback,0.064,1
13455,22102,The Outsider,A Perfect Circle,0.063,1
13455,22287,Breath,Breaking Benjamin,0.057,1
13455,5950,Just a Girl,No Doubt,0.054,1
13455,13686,Linger,The Cranberries,0.051,1
13455,94718,Take It or Leave It,The Strokes,0.048,1
13455,91886,Forever,Papa Roach,0.044,1
13455,86990,Toxicity,System of a Down,0.005,1
13455,4892,Stairway to Heaven,Led Zeppelin,0.004,1
13455,1287,Song 2,Blur,0.004,1
13455,11078,Sweet Child o' Mine,Guns N' Roses,0.004,1
13455,66,Back in Black,AC/DC,0.003,1
13455,108398,Basket Case,Green Day,0.003,1
13455,14151,Paranoid,Black Sabbath,0.003,1
13455,6569,Another One Bites the Dust,Queen,0.003,1
13455,90130,The Trooper,Iron Maiden,0.002,1
13455,12777,Gimme Shelter,The Rolling Stones,0.002,1
13455,1258,I Miss You,blink-182,0.002,1
13455,6929,Paint It Black,The Rolling Stones,0.002,1
13455,11179,All the Small Things,blink-182,0.002,1
13455,167099,Before I Forget,Slipknot,0.002,1
13455,8150,Bitter Sweet Symphony,The Verve,0.002,1
13455,122796,Blank Earth,Chevelle,0.002,1
13455,62167,Sonne,Rammstein,0.002,1
13455,120911,Wasteland,10 Years,0.002,1
13619,8103,Beside You,Van Morrison,0.077,1
13683,605,Rain On Me,Ashanti,0.146,1
13683,4078,Thank You,Jamelia,0.133,1
13683,99224,If I Was Your Man,Joe,0.001,1
13686,6591,Losing My Religion,R.E.M.,0.228,1
13686,8150,Bitter Sweet Symphony,The Verve,0.184,1
13686,5950,Just a Girl,No Doubt,0.177,1
13686,7387,1979,The Smashing Pumpkins,0.167,1
13686,10908,Iris,Goo Goo Dolls,0.166,1
13686,43055,Champagne Supernova,Oasis,0.151,1
13686,6741,Otherside,Red Hot Chili Peppers,0.121,1
13686,168850,Dog Days Are Over,Florence + the Machine,0.117,1
13686,89565,Learn to Fly,Foo Fighters,0.109,1
13686,10723,Runaway,The Corrs,0.082,1
13686,10926,Other Side of the World,KT Tunstall,0.073,1
13686,122286,Glycerine,Bush,0.062,1
13686,122283,Machinehead,Bush,0.045,1
13686,172027,Help I'm Alive,Metric,0.043,1
13686,9156,Somewhere Only We Know,Keane,0.005,1
13686,5942,Smells Like Teen Spirit,Nirvana,0.004,1
13686,11078,Sweet Child o' Mine,Guns N' Roses,0.004,1
13686,9,Here Without You,3 Doors Down,0.004,1
13686,171713,Someone Like You,Adele,0.004,1
13686,9118,I Don't Want to Miss a Thing,Aerosmith,0.004,1
13686,190132,Chandelier,Sia,0.004,1
13686,900178,Elastic Heart,Sia,0.003,1
13686,4441,Imagine,John Lennon,0.003,1
13686,6300,Comfortably Numb,Pink Floyd,0.003,1
13686,3169,Tears in Heaven,Eric Clapton,0.003,1
13686,1428,Total Eclipse of the Heart,Bonnie Tyler,0.003,1
13686,7282,The Sound of Silence,Simon & Garfunkel,0.003,1
13686,108398,Basket Case,Green Day,0.003,1
13686,11581,Teardrop,Massive Attack,0.003,1
13686,5966,Don't Know Why,Norah Jones,0.002,1
13686,6906,Angie,The Rolling Stones,0.002,1
13686,5596,Porcelain,Moby,0.002,1
13686,108473,Boulevard of Broken Dreams,Green Day,0.002,1
13686,14067,Be Yourself,Audioslave,0.002,1
13686,186658,Cannonball,The Breeders,0.002,1
13686,7966,Sing,Travis,0.002,1
13694,83438,Ready Or Not,Fugees,0.086,1
13697,12356,Into the West,Annie Lennox,0.474,1
13697,62004,Nemo,Nightwish,0.004,1
13697,2700,White Flag,Dido,0.004,1
13697,7282,The Sound of Silence,Simon & Garfunkel,0.003,1
13697,3169,Tears in Heaven,Eric Clapton,0.002,1
13697,13686,Linger,The Cranberries,0.002,1
13697,5596,Porcelain,Moby,0.002,1
13698,3141,Storms in Africa,Enya,1,1
13716,135294,Exodo II,Juan Blas,0.059,1
13716,38229,All I Need,Air,0.039,1
13716,5645,The Sea,Morcheeba,0.025,1
13733,14264,Stars and Butterflies,Dario Marianelli,0.054,1
13733,152775,The John Dunbar Theme,John Barry,0.041,1
13735,12218,Worn Me Down,Rachael Yamagata,0.079,1
13735,67469,Save Me,Aimee Mann,0.075,1
13735,88221,The Greatest,Cat Power,0.065,1
13735,72524,Chasing Pavements,Adele,0.058,1
13735,72522,Daydreamer,Adele,0.05,1
13735,119118,Songbird,Eva Cassidy,0.048,1
13735,130663,Sober,P!nk,0.046,1
13735,401,Left Outside Alone,Anastacia,0.044,1
13753,168016,Wait and Bleed,Slipknot,0.141,1
13753,86990,Toxicity,System of a Down,0.128,1
13753,141707,Empty Walls,Serj Tankian,0.099,1
13753,24715,Killing in the Name,Rage Against the Machine,0.087,1
13753,190069,Far From Home,Five Finger Death Punch,0.06,1
13753,129549,Shut Me Up,Mindless Self Indulgence,0.056,1
13753,190070,Bad Company,Five Finger Death Punch,0.054,1
13753,5942,Smells Like Teen Spirit,Nirvana,0.005,1
13753,14293,Last Resort,Papa Roach,0.005,1
13753,15189,Going Under,Evanescence,0.004,1
13753,12514,Tears Don't Fall,Bullet for My Valentine,0.003,1
13753,6741,Otherside,Red Hot Chili Peppers,0.002,1
13753,66,Back in Black,AC/DC,0.002,1
13753,15203,Holiday,Green Day,0.002,1
13753,62004,Nemo,Nightwish,0.002,1
13753,14151,Paranoid,Black Sabbath,0.002,1
13753,3779,Paradise City,Guns N' Roses,0.002,1
13753,107657,Welcome to the Black Parade,My Chemical Romance,0.002,1
13753,22102,The Outsider,A Perfect Circle,0.002,1
13753,92824,No One Knows,Queens of the Stone Age,0.002,1
13772,81304,Longing For,Jah Cure,0.051,1
13819,37503,On Earth As It Is In Heaven,Ennio Morricone,0.062,1
13819,11698,Sayuri's Theme,John Williams,0.039,1
13819,152775,The John Dunbar Theme,John Barry,0.038,1
13819,78075,Country Theme,Angelo Badalamenti,0.001,1
13847,168016,Wait and Bleed,Slipknot,0.237,1
13847,86990,Toxicity,System of a Down,0.157,1
13847,14293,Last Resort,Papa Roach,0.145,1
13847,141707,Empty Walls,Serj Tankian,0.087,1
13847,10404,Click Click Boom,Saliva,0.07,1
13847,190070,Bad Company,Five Finger Death Punch,0.063,1
13847,62167,Sonne,Rammstein,0.004,1
13847,24715,Killing in the Name,Rage Against the Machine,0.004,1
13847,5942,Smells Like Teen Spirit,Nirvana,0.004,1
13847,42169,Sober,Tool,0.003,1
13847,125943,Come Clarity,In Flames,0.003,1
13847,125906,The Quiet Place,In Flames,0.002,1
13847,12514,Tears Don't Fall,Bullet for My Valentine,0.002,1
13847,22102,The Outsider,A Perfect Circle,0.002,1
13847,90197,Fear of the Dark,Iron Maiden,0.002,1
13847,186646,Your Betrayal,Bullet for My Valentine,0.002,1
13847,133100,Never Too Late,Three Days Grace,0.002,1
13847,106544,Symphony of Destruction,Megadeth,0.002,1
13860,15283,Mama Africa,Akon,0.126,1
13860,13772,Up In My Room,Patrice,0.076,1
13860,15144,Don't Matter,Akon,0.006,1
13860,176466,Good Feeling,Flo Rida,0.005,1
13860,2624,Survivor,Destiny's Child,0.004,1
13860,1347,Could You Be Loved,Bob Marley,0.003,1
13860,188424,Timber,Pitbull,0.002,1
13860,1445,End of the Road,Boyz II Men,0.002,1
13860,602,Foolish,Ashanti,0.002,1
13869,72530,Make You Feel My Love,Adele,0.086,1
13869,72524,Chasing Pavements,Adele,0.081,1
13869,119118,Songbird,Eva Cassidy,0.071,1
13869,67469,Save Me,Aimee Mann,0.055,1
13869,171857,The Way I Am,Ingrid Michaelson,0.047,1
13869,5984,Those Sweet Words,Norah Jones,0.044,1
13869,12218,Worn Me Down,Rachael Yamagata,0.04,1
13869,157616,The Treehouse Song,Ane Brun,0.036,1
13869,3240,I Just Want to Make Love to You,Etta James,0.031,1
13869,3169,Tears in Heaven,Eric Clapton,0.003,1
13869,11345,Mr. Jones,Counting Crows,0.003,1
13869,13686,Linger,The Cranberries,0.002,1
13869,49957,Woman,John Lennon,0.002,1
13869,6591,Losing My Religion,R.E.M.,0.002,1
13869,2911,Hotel California,Eagles,0.002,1
13869,10908,Iris,Goo Goo Dolls,0.002,1
13869,89271,Wonderful Tonight,Eric Clapton,0.002,1
13869,12587,The Blower's Daughter,Damien Rice,0.001,1
13909,117117,Stop,Lizz Wright,0.024,1
13933,6209,Alive,Pearl Jam,0.097,1
13933,92824,No One Knows,Queens of the Stone Age,0.094,1
13933,53310,Bullet With Butterfly Wings,The Smashing Pumpkins,0.091,1
13933,24715,Killing in the Name,Rage Against the Machine,0.082,1
13933,133098,Pain,Three Days Grace,0.077,1
13933,9344,Are You Gonna Be My Girl,Jet,0.076,1
13933,23189,Seven Nation Army,The White Stripes,0.074,1
13933,122801,Send the Pain Below,Chevelle,0.073,1
13933,3307,Epic,Faith No More,0.072,1
13933,22102,The Outsider,A Perfect Circle,0.072,1
13933,9,Here Without You,3 Doors Down,0.062,1
13933,94109,All These Things That I've Done,The Killers,0.054,1
13933,4999,Numb,Linkin Park,0.051,1
13933,176516,Paradise,Coldplay,0.051,1
13933,91886,Forever,Papa Roach,0.047,1
13933,94718,Take It or Leave It,The Strokes,0.045,1
13933,10908,Iris,Goo Goo Dolls,0.044,1
13933,124920,For The Ocean,Finger Eleven,0.002,1
13933,49176,Let It Out,Hoobastank,0.002,1
13940,37503,On Earth As It Is In Heaven,Ennio Morricone,0.057,1
13940,78103,Secret Code,Angelo Badalamenti,0.038,1
13941,13940,Brokeback Mountain 1,Gustavo Santaolalla,0.991,1
13941,14057,A Fateful Meeting,James Newton Howard,0.055,1
13941,78103,Secret Code,Angelo Badalamenti,0.054,1
13941,123003,Together We Will Live Forever,Clint Mansell,0.043,1
13948,10496,Last Night,Az Yet,0.192,1
13948,44032,Baby,Ashanti,0.077,1
13948,117825,The Sweetest Love,Robin Thicke,0.039,1
13954,44187,I Find It Hard to Say (Rebel),Lauryn Hill,0.033,1
13954,20709,Mercy on Me,Christina Aguilera,0.031,1
13954,5977,Seven Years,Norah Jones,0.002,1
13954,2700,White Flag,Dido,0.001,1
13966,181919,Sierra Leone,Frank Ocean,0.049,1
13966,98745,4 Page Letter,Aaliyah,0.045,1
13966,99888,Kick Your Game,TLC,0.038,1
13966,43781,How Come You Don't Call Me,Alicia Keys,0.03,1
13966,181,Let's Stay Together,Al Green,0.029,1
13966,62619,Wholy Holy,Marvin Gaye,0.028,1
13966,7040,Pearls,Sade,0.024,1
13966,126233,Bust Your Windows,Jazmine Sullivan,0.019,1
13966,7060,You Send Me,Sam Cooke,0.017,1
13966,68053,St. Elsewhere,Gnarls Barkley,0.001,1
14038,152775,The John Dunbar Theme,John Barry,0.12,1
14041,139406,These Hard Times,Matchbox Twenty,0.248,1
14041,22055,Kryptonite,3 Doors Down,0.136,1
14041,7186,Cells,The Servant,0.005,1
14057,152775,The John Dunbar Theme,John Barry,0.159,1
14057,37503,On Earth As It Is In Heaven,Ennio Morricone,0.157,1
14057,13940,Brokeback Mountain 1,Gustavo Santaolalla,0.128,1
14067,22055,Kryptonite,3 Doors Down,0.216,1
14067,9,Here Without You,3 Doors Down,0.215,1
14067,92824,No One Knows,Queens of the Stone Age,0.213,1
14067,6209,Alive,Pearl Jam,0.209,1
14067,6741,Otherside,Red Hot Chili Peppers,0.197,1
14067,24715,Killing in the Name,Rage Against the Machine,0.196,1
14067,23189,Seven Nation Army,The White Stripes,0.184,1
14067,9344,Are You Gonna Be My Girl,Jet,0.177,1
14067,3307,Epic,Faith No More,0.161,1
14067,7387,1979,The Smashing Pumpkins,0.156,1
14067,11407,Smooth Criminal,Alien Ant Farm,0.153,1
14067,10643,Starlight,Muse,0.151,1
14067,53310,Bullet With Butterfly Wings,The Smashing Pumpkins,0.15,1
14067,22287,Breath,Breaking Benjamin,0.148,1
14067,176516,Paradise,Coldplay,0.142,1
14067,50479,Heart-Shaped Box,Nirvana,0.135,1
14067,122801,Send the Pain Below,Chevelle,0.13,1
14067,22102,The Outsider,A Perfect Circle,0.122,1
14067,120911,Wasteland,10 Years,0.107,1
14067,122283,Machinehead,Bush,0.107,1
14067,86992,Aerials,System of a Down,0.006,1
14067,11078,Sweet Child o' Mine,Guns N' Roses,0.005,1
14067,4892,Stairway to Heaven,Led Zeppelin,0.005,1
14067,66,Back in Black,AC/DC,0.004,1
14067,167099,Before I Forget,Slipknot,0.004,1
14067,108398,Basket Case,Green Day,0.004,1
14067,10981,Prayer of the Refugee,Rise Against,0.004,1
14067,14151,Paranoid,Black Sabbath,0.004,1
14067,90197,Fear of the Dark,Iron Maiden,0.004,1
14067,108473,Boulevard of Broken Dreams,Green Day,0.004,1
14067,6300,Comfortably Numb,Pink Floyd,0.003,1
14067,86433,Crazy Train,Ozzy Osbourne,0.003,1
14067,106544,Symphony of Destruction,Megadeth,0.003,1
14067,88626,Hard Sun,Eddie Vedder,0.003,1
14067,167752,Dakota,Stereophonics,0.003,1
14067,88627,Society,Eddie Vedder,0.003,1
14067,141707,Empty Walls,Serj Tankian,0.002,1
14073,107407,Lost Mi Love,Yellowman,0.102,1
14073,80271,Guess Who's Coming To Dinner,Black Uhuru,0.078,1
14119,14317,Ain't Nobody Worryin',Anthony Hamilton,0.062,1
14119,4868,Ex-Factor,Lauryn Hill,0.039,1
14119,136511,Till It Happens to You,Corinne Bailey Rae,0.028,1
14144,168016,Wait and Bleed,Slipknot,0.148,1
14144,49156,Crawling in the Dark,Hoobastank,0.108,1
14144,9055,Lonely Day,System of a Down,0.099,1
14144,10404,Click Click Boom,Saliva,0.096,1
14144,22055,Kryptonite,3 Doors Down,0.096,1
14144,107656,The Sharpest Lives,My Chemical Romance,0.094,1
14144,124939,Paralyzer,Finger Eleven,0.086,1
14144,120911,Wasteland,10 Years,0.083,1
14144,11407,Smooth Criminal,Alien Ant Farm,0.07,1
14144,64922,All Around Me,Flyleaf,0.065,1
14144,6741,Otherside,Red Hot Chili Peppers,0.063,1
14144,93990,The Ballad of Chasey Lain,Bloodhound Gang,0.055,1
14144,12514,Tears Don't Fall,Bullet for My Valentine,0.005,1
14144,10981,Prayer of the Refugee,Rise Against,0.005,1
14144,186646,Your Betrayal,Bullet for My Valentine,0.005,1
14144,108473,Boulevard of Broken Dreams,Green Day,0.004,1
14144,15189,Going Under,Evanescence,0.003,1
14144,15203,Holiday,Green Day,0.003,1
14144,141707,Empty Walls,Serj Tankian,0.002,1
14151,86433,Crazy Train,Ozzy Osbourne,0.343,1
14151,4892,Stairway to Heaven,Led Zeppelin,0.263,1
14151,4893,Whole Lotta Love,Led Zeppelin,0.257,1
14151,66,Back in Black,AC/DC,0.225,1
14151,11078,Sweet Child o' Mine,Guns N' Roses,0.208,1
14151,4732,I Was Made for Lovin' You,Kiss,0.156,1
14151,7127,Still Loving You,Scorpions,0.131,1
14151,6906,Angie,The Rolling Stones,0.099,1
14151,4311,Fire,Jimi Hendrix,0.064,1
14151,4263,Somebody to Love,Jefferson Airplane,0.005,1
14151,3307,Epic,Faith No More,0.003,1
14172,165671,La vie en rose,Louis Armstrong,0.179,1
14172,154209,Nights at the Turntable,Gerry Mulligan,0.115,1
14172,5762,Unforgettable,Nat King Cole,0.004,1
14172,2994,Summertime,Ella Fitzgerald,0.004,1
14172,161826,Strange Fruit,Billie Holiday,0.004,1
14264,113551,Angela Undress,Thomas Newman,0.059,1
14264,152775,The John Dunbar Theme,John Barry,0.031,1
14264,130548,Safari,John Barry,0.029,1
14268,158780,Gold in the Air of Summer,Kings of Convenience,0.089,1
14268,186487,For You,Angus & Julia Stone,0.088,1
14268,88221,The Greatest,Cat Power,0.083,1
14268,6412,Undenied,Portishead,0.034,1
14268,67469,Save Me,Aimee Mann,0.025,1
14268,5964,Come Away with Me,Norah Jones,0.002,1
14268,67781,My Life,Dido,0.001,1
14268,161944,To Be Alone With You,Sufjan Stevens,0.001,1
14268,135313,Detlef Schrempf,Band of Horses,0.001,1
14268,123338,A Lack of Color,Death Cab for Cutie,0.001,1
14276,121334,Paperthin Hymn,Anberlin,0.122,1
14276,162147,Sure Thing Falling,Yellowcard,0.091,1
14276,49156,Crawling in the Dark,Hoobastank,0.086,1
14276,143800,Stare At The Sun,Thrice,0.067,1
14276,11407,Smooth Criminal,Alien Ant Farm,0.062,1
14276,137303,Just a Day,Feeder,0.051,1
14276,107656,The Sharpest Lives,My Chemical Romance,0.002,1
14276,107659,House of Wolves,My Chemical Romance,0.002,1
14276,186607,Bruised,Jack's Mannequin,0.002,1
14293,4999,Numb,Linkin Park,0.411,1
14293,131712,Psychosocial,Slipknot,0.303,1
14293,22287,Breath,Breaking Benjamin,0.268,1
14293,9055,Lonely Day,System of a Down,0.246,1
14293,10404,Click Click Boom,Saliva,0.241,1
14293,86956,Bother,Stone Sour,0.194,1
14293,9343,So Far Away,Staind,0.19,1
14293,120911,Wasteland,10 Years,0.161,1
14293,93990,The Ballad of Chasey Lain,Bloodhound Gang,0.13,1
14293,49156,Crawling in the Dark,Hoobastank,0.108,1
14293,64922,All Around Me,Flyleaf,0.09,1
14293,122801,Send the Pain Below,Chevelle,0.089,1
14293,13455,Around the World,Red Hot Chili Peppers,0.071,1
14293,120956,Broken,12 Stones,0.059,1
14293,22072,Going Down in Flames,3 Doors Down,0.058,1
14293,10981,Prayer of the Refugee,Rise Against,0.015,1
14293,12514,Tears Don't Fall,Bullet for My Valentine,0.014,1
14293,11407,Smooth Criminal,Alien Ant Farm,0.011,1
14293,186646,Your Betrayal,Bullet for My Valentine,0.011,1
14293,15203,Holiday,Green Day,0.01,1
14293,108473,Boulevard of Broken Dreams,Green Day,0.01,1
14293,124939,Paralyzer,Finger Eleven,0.01,1
14293,190070,Bad Company,Five Finger Death Punch,0.009,1
14293,15189,Going Under,Evanescence,0.009,1
14293,11179,All the Small Things,blink-182,0.009,1
14293,141707,Empty Walls,Serj Tankian,0.008,1
14293,107657,Welcome to the Black Parade,My Chemical Romance,0.006,1
14293,66,Back in Black,AC/DC,0.005,1
14293,7127,Still Loving You,Scorpions,0.004,1
14293,162160,Ocean Avenue,Yellowcard,0.004,1
14293,125943,Come Clarity,In Flames,0.003,1
14317,10165,Say Yes,Floetry,0.171,1
14317,21375,Everything,Mary J. Blige,0.081,1
14317,99224,If I Was Your Man,Joe,0.002,1
14351,185313,Let's Dance to Joy Division,The Wombats,0.203,1
14351,4695,Somebody Told Me,The Killers,0.199,1
14351,167752,Dakota,Stereophonics,0.183,1
14351,1287,Song 2,Blur,0.168,1
14351,127033,Sex on Fire,Kings of Leon,0.163,1
14351,104714,Here It Goes Again,OK Go,0.149,1
14351,161318,Use Somebody,Kings of Leon,0.144,1
14351,184091,Diane Young,Vampire Weekend,0.142,1
14351,168835,Ready to Start,Arcade Fire,0.139,1
14351,9156,Somewhere Only We Know,Keane,0.134,1
14351,92579,Common People,Pulp,0.134,1
14351,7966,Sing,Travis,0.132,1
14351,9344,Are You Gonna Be My Girl,Jet,0.129,1
14351,190126,Shake Me Down,Cage the Elephant,0.128,1
14351,8150,Bitter Sweet Symphony,The Verve,0.126,1
14351,185276,Demons,Imagine Dragons,0.122,1
14351,10698,Wires,Athlete,0.122,1
14351,10304,Walk Idiot Walk,The Hives,0.089,1
14351,92824,No One Knows,Queens of the Stone Age,0.005,1
14351,89565,Learn to Fly,Foo Fighters,0.005,1
14351,6627,Karma Police,Radiohead,0.003,1
14351,179071,Little Talks,Of Monsters and Men,0.003,1
14351,185265,Safe and Sound,Capital Cities,0.003,1
14351,108398,Basket Case,Green Day,0.003,1
14351,6591,Losing My Religion,R.E.M.,0.002,1
14351,186623,Counting Stars,OneRepublic,0.002,1
14506,6316,Paranoid Eyes,Pink Floyd,0.982,1
14506,4892,Stairway to Heaven,Led Zeppelin,0.095,1
14506,22697,No Quarter,Led Zeppelin,0.081,1
14506,2533,Child in Time,Deep Purple,0.067,1
14506,7127,Still Loving You,Scorpions,0.053,1
14506,51794,Golden Hair,Syd Barrett,0.051,1
14506,4263,Somebody to Love,Jefferson Airplane,0.047,1
14506,6906,Angie,The Rolling Stones,0.041,1
14506,8134,Sunday Morning,The Velvet Underground,0.04,1
14506,2911,Hotel California,Eagles,0.04,1
14506,89271,Wonderful Tonight,Eric Clapton,0.028,1
14506,4441,Imagine,John Lennon,0.002,1
14506,14151,Paranoid,Black Sabbath,0.002,1
15084,1504950,Cheap Thrills,Sia,0.376,1
15084,15185,Girlfriend,Avril Lavigne,0.27,1
15084,1000027,On My Mind,Ellie Goulding,0.247,1
15084,190204,All About That Bass,Meghan Trainor,0.214,1
15084,1000095,sAME oLD lOVE,Selena Gomez,0.199,1
15084,190204,All About That Bass,Meghan Trainor,0.195,1
15144,98823,With You,Chris Brown,0.175,1
15144,45706,Apologize,Timbaland,0.09,1
15144,602,Foolish,Ashanti,0.07,1
15144,189960,Show Me,Kid Ink,0.067,1
15144,43780,Girlfriend,Alicia Keys,0.052,1
15144,900146,GDFR,Flo Rida,0.038,1
15144,13860,Angel,Shaggy,0.006,1
15144,3079,Like Toy Soldiers,Eminem,0.005,1
15144,176458,It Will Rain,Bruno Mars,0.005,1
15144,171575,Just the Way You Are,Bruno Mars,0.005,1
15144,190089,Am I Wrong,Nico & Vinz,0.004,1
15161,97298,Cry For You,September,0.247,1
15161,1504475,Ecuador,Sash!,0.201,1
15185,117705,So What,P!nk,0.216,1
15185,2000,Fighter,Christina Aguilera,0.128,1
15185,186623,Counting Stars,OneRepublic,0.127,1
15185,5950,Just a Girl,No Doubt,0.044,1
15185,190204,All About That Bass,Meghan Trainor,0.006,1
15185,10899,Call Me When You're Sober,Evanescence,0.005,1
15185,186454,Summertime Sadness,Lana Del Rey,0.005,1
15185,186455,Royals,Lorde,0.005,1
15185,190185,Shower,Becky G,0.005,1
15185,108473,Boulevard of Broken Dreams,Green Day,0.005,1
15185,4999,Numb,Linkin Park,0.004,1
15185,61223,Bleeding Love,Leona Lewis,0.004,1
15185,171575,Just the Way You Are,Bruno Mars,0.004,1
15185,900044,Thinking Out Loud,Ed Sheeran,0.004,1
15185,9180,We Belong Together,Mariah Carey,0.004,1
15185,185276,Demons,Imagine Dragons,0.004,1
15185,181347,Equalize,Pitty,0.003,1
15185,190041,Summer,Calvin Harris,0.003,1
15185,174129,Jar of Hearts,Christina Perri,0.003,1
15185,176516,Paradise,Coldplay,0.003,1
15185,900137,Chains,Nick Jonas,0.003,1
15185,4695,Somebody Told Me,The Killers,0.003,1
15185,11179,All the Small Things,blink-182,0.002,1
15185,179010,Skinny Love,Birdy,0.002,1
15185,117705,So What,P!nk,0.002,1
15185,1258,I Miss You,blink-182,0.002,1
15185,188404,All Night,Icona Pop,0.002,1
15189,64864,Everybody's Fool,Evanescence,1,1
15189,4999,Numb,Linkin Park,0.009,1
15189,62004,Nemo,Nightwish,0.008,1
15189,662,My Happy Ending,Avril Lavigne,0.006,1
15189,663,Nobody's Home,Avril Lavigne,0.006,1
15189,108473,Boulevard of Broken Dreams,Green Day,0.006,1
15189,9,Here Without You,3 Doors Down,0.006,1
15189,86990,Toxicity,System of a Down,0.005,1
15189,22275,So Cold,Breaking Benjamin,0.005,1
15189,22055,Kryptonite,3 Doors Down,0.005,1
15189,12514,Tears Don't Fall,Bullet for My Valentine,0.005,1
15189,167099,Before I Forget,Slipknot,0.004,1
15189,168016,Wait and Bleed,Slipknot,0.004,1
15189,185276,Demons,Imagine Dragons,0.004,1
15189,10981,Prayer of the Refugee,Rise Against,0.004,1
15189,107657,Welcome to the Black Parade,My Chemical Romance,0.004,1
15189,64838,Never Enough,Epica,0.004,1
15189,8618,Because of You,Kelly Clarkson,0.004,1
15189,2000,Fighter,Christina Aguilera,0.004,1
15189,186623,Counting Stars,OneRepublic,0.003,1
15189,7127,Still Loving You,Scorpions,0.003,1
15189,62167,Sonne,Rammstein,0.003,1
15189,186454,Summertime Sadness,Lana Del Rey,0.003,1
15189,11078,Sweet Child o' Mine,Guns N' Roses,0.003,1
15189,179550,Diamonds,Rihanna,0.003,1
15189,900128,Love Me Like You Do,Ellie Goulding,0.003,1
15189,141707,Empty Walls,Serj Tankian,0.003,1
15189,186646,Your Betrayal,Bullet for My Valentine,0.003,1
15189,181347,Equalize,Pitty,0.002,1
15189,179023,Give Your Heart a Break,Demi Lovato,0.002,1
15189,124939,Paralyzer,Finger Eleven,0.002,1
15189,174129,Jar of Hearts,Christina Perri,0.002,1
15189,162073,How to Save a Life,The Fray,0.002,1
15203,108473,Boulevard of Broken Dreams,Green Day,0.971,1
15203,11179,All the Small Things,blink-182,0.25,1
15203,10981,Prayer of the Refugee,Rise Against,0.219,1
15203,64534,FIRST DATE,blink-182,0.217,1
15203,162160,Ocean Avenue,Yellowcard,0.123,1
15203,15329,Punk Rock Song,Bad Religion,0.095,1
15203,93990,The Ballad of Chasey Lain,Bloodhound Gang,0.074,1
15203,133098,Pain,Three Days Grace,0.01,1
15203,9055,Lonely Day,System of a Down,0.009,1
15203,5942,Smells Like Teen Spirit,Nirvana,0.008,1
15203,14293,Last Resort,Papa Roach,0.008,1
15203,6741,Otherside,Red Hot Chili Peppers,0.007,1
15203,1287,Song 2,Blur,0.007,1
15203,10643,Starlight,Muse,0.006,1
15203,23189,Seven Nation Army,The White Stripes,0.006,1
15203,86992,Aerials,System of a Down,0.006,1
15203,22055,Kryptonite,3 Doors Down,0.006,1
15203,15189,Going Under,Evanescence,0.006,1
15203,4695,Somebody Told Me,The Killers,0.006,1
15203,176516,Paradise,Coldplay,0.005,1
15203,12514,Tears Don't Fall,Bullet for My Valentine,0.005,1
15203,9344,Are You Gonna Be My Girl,Jet,0.005,1
15203,11078,Sweet Child o' Mine,Guns N' Roses,0.005,1
15203,167099,Before I Forget,Slipknot,0.005,1
15203,131712,Psychosocial,Slipknot,0.005,1
15203,186623,Counting Stars,OneRepublic,0.004,1
15203,9,Here Without You,3 Doors Down,0.004,1
15203,66,Back in Black,AC/DC,0.004,1
15203,161318,Use Somebody,Kings of Leon,0.004,1
15203,24715,Killing in the Name,Rage Against the Machine,0.004,1
15203,127033,Sex on Fire,Kings of Leon,0.004,1
15203,92824,No One Knows,Queens of the Stone Age,0.003,1
15203,190160,Love Runs Out,OneRepublic,0.003,1
