Song_id,Title,Artist,Valance,Arousal,Genre
25743,Piano sonata No.21 - mvt No.2,Alfred Brendel,476840,75999,classical
26194,Addio Del Passato,Maria Callas,612703,234440,classical
26203,Il Dolce Sueno,Maria Callas,581383,294969,classical
26267,Ballabile,Emmanuel Chabrier,407044,405326,classical
26369,Berceuse,Fryderyk Chopin,882701,64595,classical
26445,Mazurka No.50,Eugen Indjic,444503,30912,classical
26454,Nocturne No.2,Fryderyk Chopin,701850,157840,classical
26467,Nocturne No.15,Fryderyk Chopin,382240,35682,classical
26468,Nocturne No.16,Fryderyk Chopin,472044,117107,classical
26520,Rondo op16,Fryderyk Chopin,719352,236004,classical
26616,Sonata op34 No.2,Muzio Clementi,419456,314473,classical
26632,Sonata op40 No.2 - mvt No.1,Muzio Clementi,402508,64767,classical
26633,Sonata op40 No.2 - mvt No.2,Muzio Clementi,517595,361154,classical
26657,Billy the Kid - 8 The Open Prairie Again,Aaron Copland,639247,404642,classical
26708,Barricades Myst_Érieuses - musettes de Choisy et de Taverny,Fran_¢Æ______ois Couperin,408978,592054,classical
26785,L'Invitation Au Voyage,Henri Duparc,539248,3365,classical
26796,Phidyle,Henri Duparc,280520,4074,classical
26801,La Vie Anterieure,Henri Duparc,429968,252623,classical
26808,Requiem - Lux aeterna,Maurice Durufl_É,782834,54017,classical
26882,Asturiana,Victoria de los _Ångeles,467865,43658,classical
26957,Nuits dans les jardins d'Espagne,Manuel de Falla,472262,415203,classical
26986,Piano concerto No.6 - mvt No.3,John Field,551732,437648,classical
26998,Sonata piano & violon - mvt No.2,C_Ésar Franck,514372,394968,classical
27003,Symphony No.3 mvt No.3,Henryk Mikolaj G,218875,4116,classical
27029,Piano concerto F - mvt No.2,George Gershwin,442723,341332,classical
27165,Symphony op5 No.3 mvt No.2,Fran_¢Æ______ois-Joseph Gossec,408530,159442,classical
27202,Danzas espa_¢Æ__¢Æ°◊_olas,Alicia de Larrocha,563920,243692,classical
27217,VI Zapateado,Enrique Granados,479507,455319,classical
27239,At the craddle,Edvard Grieg,652193,18392,classical
27253,Peer Gynt,Edvard Grieg,714410,169973,classical
27459,The Creation,Joseph Haydn,683407,217940,classical
27468,The Creation,Joseph Haydn,609975,366448,classical
27484,Spring - mvt No.5,Joseph Haydn,519481,309468,classical
27529,O Virga Mediatrix,Hildegard von Bingen,693875,257997,classical
27535,O Nobilissima Viriditas,Hildegard von Bingen,437596,95640,classical
27587,Requiem - Sanctus,Jean Gilles,670926,267147,classical
27644,Au lac de Wallenstadt,Zolt_____n Kocsis,710679,195578,classical
27733,Totentanz,Franz Liszt,121047,672783,classical
27780,Ruckert-Lieder,Dame Janet Baker,767719,60457,classical
27800,Symphony No.3 - mvt No.1,Rafael Kubel_¢Æ__Ék,415259,376347,classical
27887,Piano concerto No.1 - mvt No.2,Felix Mendelssohn,713331,263480,classical
27921,Romances Sans Paroles,Felix Mendelssohn,563163,301359,classical
27980,Canciones i dansas for piano No.2,Federico Mompou,192110,118242,classical
27996,Impressions _¢Æ__Éntimes for piano - Pajaro triste,Federico Mompou,804526,24398,classical
28065,Concerto pour fl__]te No.1 KV313 - mvt No.1,Wolfgang Amadeus Mozart,798036,34264,classical
28451,Violon concerto No.3 - mvt No.2,Wolfgang Amadeus Mozart,672448,360514,classical
28459,Violon concerto No.2 - mvt No.2,Wolfgang Amadeus Mozart,541553,236011,classical
28529,Tableaux d'une exposition,Mussorgsky,594763,65218,classical
28544,The Peepshow (Musical Satire),Mussorgsky,424378,142722,classical
28756,St Luke Passion,Krzysztof Penderecki,686195,244018,classical
28794,The bestiary - The grasshopper,Felicity Lott,696417,272686,classical
28804,To her guitar,Felicity Lott,434844,224673,classical
28823,Journey,Felicity Lott,573264,154108,classical
28831,Les Soirees de Nazelles No.6,Francis Poulenc,515950,435027,classical
28860,Nocturnes No.3,Francis Poulenc,513581,94703,classical
28876,Intermezzo in A flat,Francis Poulenc,556208,342214,classical
28910,Suite fran_¢Æ______aise d'apr_¢Æ____¢Æ¢Øs Claude Gervaise,Francis Poulenc,690896,21775,classical
28951,Visions Fugitives - Poetico,Michel B_Éroff,665545,290288,classical
28978,Lt Kije - Troika,Sergei Prokofiev,574558,413913,classical
29105,Visions Fugitives,Sergei Prokofiev,633050,146692,classical
29309,If music be the food of love,Alfred Deller,514855,442465,classical
29317,O Lead Me To Some Peaceful Gloom,Alfred Deller,447907,307838,classical
29336,King Arthur,Henry Purcell,458765,263160,classical
29361,Etudes-Tableaux Op33 No.3,Sergei Rachmaninov,608710,217854,classical
29378,Songs No.3,Sergei Rachmaninov,658388,82068,classical
29387,Songs No.12,Sergei Rachmaninov,436912,93107,classical
29510,Introduction et Allegro,Maurice Ravel,719314,12671,classical
29534,Le tombeau de Couperin,Maurice Ravel,741152,232266,classical
29535,Le tombeau de Couperin,Maurice Ravel,757236,329094,classical
29538,Le tombeau de Couperin,Maurice Ravel,538965,310439,classical
29556,Sonate pour violon et violoncelle - mvt No.2,Maurice Ravel,431296,40768,classical
29577,Le Coq d'Or,Nikolai Rimsky-Korsakov,656928,152780,classical
29599,Concerto d'Aranjuez - mvt No.1,Rodrigo,980905,543535,classical
29681,Le cygne,Martha Argerich,939082,6604,classical
29694,Gnossiennes No.4,Erik Satie,524573,131253,classical
29710,3 gymnop_Édies No.1,Erik Satie,646210,91859,classical
29768,Sonata (Concerto IX) in A minor - mvt No.2,Fabio Biondi,378446,460,classical
29795,Sonata K 247,Domenico Scarlatti,613310,319026,classical
29865,Impromptu D899 No.3,Alfred Brendel,692322,100912,classical
29926,Piano sonata D845 - mvt No.1,Wilhelm Kempff,499883,328705,classical
29937,Piano sonata D894 - mvt No.3,Wilhelm Kempff,626810,390217,classical
30027,Davidsb___¢Æ°ø_ndlert____¢Æ_¢Æ_nze No.10,Robert Schumann,392859,216125,classical
30092,Etudes symphoniques op 13,Robert Schumann,682877,407343,classical
30106,Symphony No.4 - mvt No.4,Herbert von Karajan,541597,316368,classical
30138,Preludes,Alexander Scriabin,589989,45170,classical
30140,Preludes,Alexander Scriabin,466337,168709,classical
30150,Preludes,Alexander Scriabin,382206,177318,classical
30162,Preludes,Alexander Scriabin,431267,140038,classical
30163,Preludes,Alexander Scriabin,436291,94004,classical
30164,Preludes,Alexander Scriabin,636404,80424,classical
30324,Requiem - aeternam,Franz von Supp_É,552156,91272,classical
30346,Panorama,Pyotr Ilyich Tchaikovsky,849980,359107,classical
30436,Saluncar de Barrameda (No.3),Joaquin Turina,444999,223388,classical
30448,Ritorna vincitor!,Giuseppe Verdi,546845,260106,classical
30454,Aida,Giuseppe Verdi,474006,490444,classical
30460,O tu che sei,Giuseppe Verdi,639250,301422,classical
30497,Don Carlo,Giuseppe Verdi,512896,273404,classical
30504,Don Carlo,Giuseppe Verdi,412689,542486,classical
30721,Macbeth,Giuseppe Verdi,610357,409387,classical
30818,Rigoletto,Giuseppe Verdi,659097,128479,classical
30898,The Four Seasons - Autumn,Antonio Vivaldi,209624,83803,classical
30910,"Violon concerto ""The storm at sea"" - mvt No.2",Antonio Vivaldi,409354,198489,classical
31091,Val's Pal,Art Pepper,562034,337469,jazz
31268,I Gotta Right to Sing the Blues,Art Tatum,731251,487627,jazz
31300,Can't We Be Friends-,Art Tatum,544262,382214,jazz
31360,4MalW,Beno__t Delbecq,453839,231796,jazz
31387,My Foolish Heart,Bill Evans,492754,63181,jazz
31416,Unforgettable,Bill Watrous,747539,110320,jazz
31461,Am I Blue-,Billie Holiday,828430,162729,jazz
31483,All or Nothing at All,Billie Holiday,792104,399785,jazz
31519,Honky tonky,Bobby Jaspar,635796,619013,jazz
31566,Sveti Boze (Dear Lord),Bojan Z,422385,466708,jazz
31579,Mothers of the Veil,Bojan Z,245179,267489,jazz
31606,Convalescent,Brad Mehldau,618831,563798,jazz
31636,Schloss Elmau,Brad Mehldau,531274,493018,jazz
31656,Nearness of You,Brad Mehldau,605408,41523,jazz
31662,Intro,Brad Mehldau,447354,23709,jazz
31670,The Folks Who Live on the Hill,Brad Mehldau,571474,88146,jazz
31673,Cry Me a River,Brad Mehldau,549670,107270,jazz
31674,River Man,Brad Mehldau,517457,529889,jazz
31764,Heim,Bugge Wesseltoft,591292,71206,jazz
32011,Viii-Picture 8,Chick Corea,447082,80285,jazz
32158,That Old Feeling,Dave Brubeck,639285,55264,jazz
32170,Over the Rainbow,Dave Brubeck,578959,77285,jazz
32178,Chorale,Dave Brubeck,557699,134002,jazz
32193,Angel Eyes,Dee Dee Bridgewater,814273,82481,jazz
32199,Love Vibrations,Dee Dee Bridgewater,854326,220403,jazz
32235,Ev'ry Time We Say Goodbye,Dinah Washington,684343,393734,jazz
32243,I'll Drown in My Tears,Dinah Washington,729747,315781,jazz
32388,Prelude to a Kiss,Duke Ellington,639743,170467,jazz
32456,I Got It Bad (And That Ain't Good),Duke Ellington,146766,250333,jazz
32542,Beale Street Blues,Duke Ellington,816408,407647,jazz
32737,Misty,Ella Fitzgerald,822391,216560,jazz
32787,I've got the world on a string,Ella Fitzgerald,907419,547885,jazz
32812,Moonlight in Vermont,Ella Fitzgerald,673826,165639,jazz
32815,Tenderly,Ella Fitzgerald,576069,282694,jazz
32818,Cheek to Cheek,Ella Fitzgerald,860139,657126,jazz
32819,The Nearness of You,Ella Fitzgerald,687918,312669,jazz
32820,April in Paris,Ella Fitzgerald,819354,193997,jazz
32870,Can't Help Lovin' Dat Man,Erroll Garner,577995,565296,jazz
32982,The Man In Love,Etta James,189248,241072,jazz
33042,Baby brown,Fats Waller,678256,556063,jazz
33073,Crystal Silence,Gary Burton,503829,74243,jazz
33144,Exode,Henri Texier,400956,435463,jazz
33171,My Funny Valentine,Jacky Terrasson,557192,333001,jazz
33175,I Fall in Love Too Easily,Jacky Terrasson,481262,109068,jazz
33192,L'air de rien,Jacky Terrasson,272675,217099,jazz
33226,Pr_Élude No.8 En R_É Di_¢Æ____¢Æ¢Øse Mineur,Jacques Loussier,644472,260212,jazz
33276,Echo Through the Canyon,Jimmy Giuffre,511580,33623,jazz
33279,Campfire,Jimmy Giuffre,345377,186730,jazz
33280,Cobra,Jimmy Giuffre,733078,370280,jazz
33284,Lonely Days,Jimmy Giuffre,258996,86426,jazz
33320,I'm Old Fashioned,John Coltrane,430146,469225,jazz
33327,Velvet Scene,John Coltrane,345391,299024,jazz
33469,Never Let Me Go,Keith Jarrett,741346,168539,jazz
33477,My Funny Valentine-Song,Keith Jarrett,483482,248132,jazz
33517,When Did You Leave Heaven,Lisa Ekdahl,902792,77127,jazz
33518,But Not For Me,Lisa Ekdahl,654739,494578,jazz
33519,Cry Me a River,Lisa Ekdahl,198164,152433,jazz
33525,Boy Next Door,Lisa Ekdahl,853332,293731,jazz
33526,I'm A Fool To Want You,Lisa Ekdahl,297434,120992,jazz
33530,Daybreak,Lisa Ekdahl,843981,248762,jazz
33531,Sunny Weather,Lisa Ekdahl,942424,299784,jazz
33537,I've Never Seen Anything Like You,Lisa Ekdahl,933159,181156,jazz
33542,Of My Conceit,Lisa Ekdahl,577659,174715,jazz
33550,Dream,Jimmy Scott,620261,216216,jazz
33647,Nage sur le do majar,Martial Solal,517230,470237,jazz
33672,View from the Hill,McCoy Tyner,568258,213824,jazz
33702,African Flower,Michel Petrucciani,290179,145133,jazz
33728,The Blue Room,Miles Davis,569307,264312,jazz
33812,Oleo,Miles Davis,450601,640653,jazz
33829,Assassinat,Miles Davis,601864,181154,jazz
33940,Blue in Green,Miles Davis,516516,242405,jazz
34021,I Haven't Got Anything Better To Do,Natalie Cole,170590,229536,vocal pop
34026,I Told You So,Natalie Cole,262819,275014,vocal pop
34044,Tell Me More and More and Then Some,Nina Simone,57236,347877,jazz
34093,Easy Walker,Oscar Peterson,528582,452835,jazz
34128,In the Wee Small Hours of the Morning,Oscar Peterson,693907,95405,jazz
34147,It Never Entered My Mind,Oscar Peterson,920800,148536,jazz
34148,Ev'ry Time We Say Goodbye,Oscar Peterson,846721,34504,jazz
34154,Just In Time,Oscar Peterson,699814,280697,jazz
34193,Lonely Woman,Pat Metheny,636473,154927,jazz
34199,Silent Partner,Patricia Barber,803041,39496,jazz
34215,I Fall in Love Too Easily,Patricia Barber,606199,23128,jazz
34228,Second Chance,Paul Gonsalves,963823,255821,jazz
34235,These Foolish Things,Peggy Lee,605126,8295,jazz
34386,Lover Man,Sarah Vaughan,612233,291454,jazz
34402,Fly Me to the Moon,Sarah Vaughan,1002783,35742,jazz
34409,The More I See You,Sarah Vaughan,827277,324167,jazz
34445,Goodnight My Love,Sarah Vaughan,850720,127705,jazz
34519,Ol_É,Sonny Fortune,572717,650354,jazz
34653,Johnny's Time,Stefano Di Battista,491889,321561,jazz
34785,Smoke Gets in Your Eyes,Thelonious Monk,756447,439324,jazz
34862,Everything Happens to Me,Thelonious Monk,531973,425126,jazz
34965,Don't worry bout,Zoot Sims,573643,375562,jazz
35019,Piano concerto No.17 - mvt No.2,Wolfgang Amadeus Mozart,300749,229467,classical
35098,La traviata,Luciano Pavarotti,416432,533441,classical
36162,I Can't Quit You Baby,John Lee Hooker,487960,474486,blues
36258,See See Baby,John Lee Hooker,397799,502141,blues
36280,Highway Blues,John Lee Hooker,377017,614364,blues
36426,No Good Rider,Lead Belly,349072,590835,blues
36585,Tema Amores Perros,cinema,422071,215630,soundtrack
36592,Quiebre Fuego Y Revelaci_õn,cinema,250910,114364,soundtrack
36719,Suzanne,cinema,361941,304103,soundtrack
36762,House of the Rising Sun,cinema,367187,526761,soundtrack
36902,Mo-wan's dialogue(interlude vocal),Michael Galasso,61172,349750,soundtrack
36983,Phillippe Describes Isabeau,cinema,705087,190060,soundtrack
37065,The Third Dive,_âric Serra,306859,252441,soundtrack
37080,La D_Ésillusion,Bruno Coulais,532560,98791,soundtrack
37133,It's Been Emotional (Dialogue interlude),cinema,564098,76186,soundtrack
37170,Shibuya,cinema,313746,66956,soundtrack
37177,Chiyo's Prayer,cinema,189417,330520,soundtrack
37182,The Garden Meeting,cinema,427921,170096,soundtrack
37188,Confluence,cinema,564543,92574,soundtrack
37189,A Dream Discarded,cinema,134645,194089,soundtrack
37409,Slip Away,Paul Bushnell,437829,657746,soundtrack
37414,Ad Arcana,Hans Zimmer,116656,6363,soundtrack
37454,Human Nature,_âric Serra,301087,106145,soundtrack
37457,Protect Life,_âric Serra,191635,183738,soundtrack
37481,Scarborough Fair Canticle (Interlude),cinema,656571,145115,soundtrack
37483,April Come She Will,cinema,619899,468274,soundtrack
37503,On Earth as It Is in Heaven,Ennio Morricone,781085,333482,soundtrack
37513,The Mission,Ennio Morricone,726322,8714,soundtrack
37515,Gabriel's Oboe,Ennio Morricone,663274,273253,soundtrack
37534,With this love,cinema,693402,65155,soundtrack
37683,Laura Palmer's Theme,Angelo Badalamenti,336302,16246,soundtrack
38229,All I Need,Air,238950,429352,electro
38234,Ce Matin La,Air,915626,409321,electro
38412,Headphones,Bj_____rk,384275,86113,electro
38451,Sonnet   Unrealities IX,Bj_____rk,191013,330675,electro
38474,Pneumonia,Bj_____rk,649673,106770,electro
38530,To Build A Home,The Cinematic Orchestra,53144,287163,electro
38540,Time & Space,The Cinematic Orchestra,629051,56069,electro
38765,Renegade Master,Fatboy Slim,662682,851666,electro
38850,Miss,Funk For Sale,855998,197577,electro
39053,Aoneko No Torso,Alva Noto + Ryuichi Sakamoto,549744,117065,electro
39450,Glory Hallelujah,The Golden Gate Quartet,912677,80448,randb
39539,As Time Goes By,Adelaide Hall,776893,398518,jazz
39609,Stella by starlight,Benny Goodman,841173,66402,jazz
39957,Autumn leaves,Karrin Allyson,210674,583175,jazz
40047,Fever,Shirley Horn,819979,366558,jazz
40116,Pacey and Joey song,Tuck & Patti,879025,348403,jazz
40200,I'm Thru With Love,Diana Krall,834354,126107,jazz
40208,I Miss You So,Diana Krall,551457,200355,jazz
40211,I Don't Stand A Ghost Of A Chance With You,Diana Krall,971840,86494,jazz
40213,Gentle Rain,Diana Krall,962314,5093,jazz
40216,Garden In The Rain,Diana Krall,584565,59050,jazz
40229,I've Got You Under My skin,Diana Krall,725447,153917,jazz
40231,I'll String Along With You,Diana Krall,870478,116384,jazz
40236,Why Should I Care,Diana Krall,381648,633,jazz
40237,S'Wonderful,Diana Krall,932311,319201,jazz
40238,Love Letters,Diana Krall,943695,19512,jazz
40245,The Look Of Love,Diana Krall,913899,336043,jazz
40246,Maybe You'll Be There,Diana Krall,728014,21185,jazz
40252,I've Got You Under My Skin,Diana Krall,816299,182047,jazz
40267,Narrow Daylight,Diana Krall,519253,318372,jazz
40270,Departure Bay,Diana Krall,272611,100751,jazz
40271,I ll Never Be The Same,Diana Krall,233275,129791,jazz
40284,Count your blessings instead of sheep,Diana Krall,748242,192496,jazz
40291,Little Girl Blue,Diana Krall,442006,155106,jazz
40296,The Boulevard Of Broken Dreams,Diana Krall,365952,172051,jazz
40343,Ode to Kudu,George Benson,703974,241924,jazz
40370,Beyond the Sea (La Mer),George Benson,877693,565405,jazz
40443,Bossa Rocka,George Benson,667746,479489,jazz
40501,Ah.Intruder!(Female),Kip Hanrahan,279388,163677,jazz
40530,The Sun Doesn't Like You,Norah Jones,167636,220421,jazz
40532,Not My Friend,Norah Jones,138385,118601,jazz
40533,Thinking About You,Norah Jones,174381,406583,jazz
40535,My Dear Country,Norah Jones,232780,348451,jazz
40539,Rosie's Lullaby,Norah Jones,166809,26381,jazz
40540,Not Too Late,Norah Jones,746197,97879,jazz
40565,So Many Stars,Stacey Kent,690720,228211,jazz
40568,Never Let Me Go,Stacey Kent,774499,317163,jazz
40571,La Saison Des Pluies,Stacey Kent,337976,167954,jazz
40572,What A Wonderful World,Stacey Kent,892998,163041,jazz
40617,Momento,Bebel Gilberto,884913,366922,latin
40703,Sou Voc,Daniela Mercury,920515,287353,latin
40771,Carinhoso,Flora Purim,897535,211861,latin
40853,Desde Que O Samba Samba,Jo_¢Æ___o Gilberto,847966,172762,latin
40859,Cora_¢Æ_______¢Æ___o Vagabundo,Jo_¢Æ___o Gilberto,793994,140898,latin
40860,Da Cor Do Pecado,Jo_¢Æ___o Gilberto,776262,234980,latin
40921,Costumes,Maria Beth_¢Æ___nia,92260,210808,latin
40987,Everywhere,Pink Martini,839286,88647,vocal pop
41062,Rock 'n' Roll Damnation,AC/DC,248763,702098,rock
41135,That's The Way I Wanna Rock 'n' Roll,AC/DC,913285,929028,rock
41443,Teenage Frankenstein,Alice Cooper,426126,772211,rock
41677,Lotion,Deftones,424424,1030445,metal
41679,Headup,Deftones,260608,1049158,metal
41687,Knife Party,Deftones,143870,902479,metal
41756,Human Being,Guns N' Roses,578769,904061,rock
41773,Patience,Guns N' Roses,405387,733404,rock
41789,Trash,Korn,254412,786466,metal
41797,Somebody Someone,Korn,258390,892551,metal
41799,Let's Get This Party Started,Korn,198076,861022,metal
41801,Counting,Korn,250519,709408,metal
41818,Killing,Korn,243764,852831,metal
41944,The Call Of Ktulu,Metallica,373169,970393,metal
41946,Master Of Puppets,Metallica,227202,1074398,metal
41956,One,Metallica,241078,1011320,metal
41986,Ronnie,Metallica,376583,728821,metal
42000,Fixxxer,Metallica,330266,827937,metal
42014,For Whom The Bell Tolls,Metallica,447955,866409,metal
42019,One,Metallica,210478,990072,metal
42101,7 and 7 Is,Ramones,396108,1015673,rock
42107,Spiderman,Ramones,599585,935615,rock
42116,Tomorrow She Goes Away,Ramones,421147,952485,rock
42121,I Don't Wanna Grow Up,Ramones,541093,1026544,rock
42140,I Believe in Miracles,Ramones,403962,1017405,rock
42142,Rock & Roll High School,Ramones,660614,883939,rock
42146,Bonzo Goes to Bitberg,Ramones,638039,993938,rock
42167,Intolerance,Tool,71819,883333,metal
42169,Sober,Tool,66754,681088,metal
42171,Crawl Away,Tool,150167,799189,metal
42185,Aenima,Tool,74869,866471,metal
42198,Parabol,Tool,134329,181669,metal
42394,Kiss Me,An Pierl_É,926038,82878,pop
42415,La la,Ashlee Simpson,916171,972096,pop
42580,B.L.U.R.E.M.I.,Blur,613040,967663,pop
42682,Don't Panic,Coldplay,317884,458866,rock
42781,Free,George Michael,506501,523417,pop
42786,The First Time Ever I Saw Your Face,George Michael,827312,86502,pop
42827,Candyland,Gwen Stefani,737241,476738,pop
42832,Goodbye My Lover,James Blunt,136058,281114,pop
42838,No Bravery,James Blunt,33869,303420,pop
42841,I'll Take Everything,James Blunt,13292,548998,pop
42845,I Really Want You,James Blunt,52400,426669,pop
42848,I Can't Hear The Music,James Blunt,5619,635881,pop
42889,Sober,Kelly Clarkson,89336,504883,pop
42892,Haunted,Kelly Clarkson,21220,935890,pop
42910,Storm,Lifehouse,59844,179161,rock
43053,Morning Glory,Oasis,591675,1048915,rock
43055,Champagne Supernova,Oasis,863054,902029,rock
43066,It's Gettin' Better (Man!!),Oasis,755032,931908,rock
43074,Where Did It All Go Wrong,Oasis,318690,719222,rock
43105,There you go,P!nk,46911,608040,pop
43529,Moon Over Bourbon Street,Sting,130902,439330,pop
43642,Never Grow Old,The Cranberries,876208,311654,pop
43648,Wake Up And Smell The Coffee,The Cranberries,498335,741588,pop
43650,I Really Hope,The Cranberries,447889,689105,pop
43702,The Promise,Tracy Chapman,320588,132777,folk
43780,Girlfriend,Alicia Keys,706927,495396,randb
43781,How Come You Don't Call Me,Alicia Keys,236262,480311,randb
43786,Jane Doe,Alicia Keys,823698,464185,randb
43791,Butterflyz,Alicia Keys,861256,293878,randb
43798,Medley If I Was Your WomanWalk on By,Alicia Keys,558468,436903,randb
43802,Dragon Days,Alicia Keys,189686,551631,randb
43807,Slow Down,Alicia Keys,896101,379812,randb
43863,Make me Whole,Amel Larrieux,713205,322604,randb
43900,Help Yourself,Amy Winehouse,403471,521121,randb
43924,Valerie,Amy Winehouse,297087,648740,randb
44032,Baby,Ashanti,803540,349806,randb
44070,U,Ashanti,740949,518138,randb
44149,Orange Moon,Erykah Badu,834925,286201,randb
44152,Time's A Wastin,Erykah Badu,762949,428726,randb
44187,I Find It Hard To Say (Rebel),Lauryn Hill,146613,396957,randb
44250,Question existing,Rihanna,840478,413564,randb
44258,When You Smile,Roberta Flack,942698,500475,randb
44268,I need love,Robin Thicke,712776,476006,randb
44269,Wanna love u girl,Robin Thicke,793686,374524,randb
44473,The Move,Beastie Boys,400975,769093,electro
44485,Song For Junior,Beastie Boys,661121,533906,electro
44802,Superman,Eminem,893517,538889,hip hop
44934,Don't give up,Erick Sermon,660372,440227,hip hop
45012,Good life,Kanye West,979128,525379,hip hop
45146,BAck Up Or Get Smacked Up,PMD,387166,589928,hip hop
45438,Stacey Adams,Snoop Dogg,456597,348202,hip hop
45514,I Got It,T-Pain,321537,330029,hip hop
45543,Listen,Talib Kweli,3671,398505,hip hop
45643,Don't See Us,The Roots,717699,485356,hip hop
45706,Apologize,Timbaland,100021,353493,pop
45721,Desert Storm,Alpha Blondy,605465,631037,reggae
45755,Brand New Second Hand,Bob Marley,605454,570833,reggae
45774,Guava Jelly (This Train),Bob Marley,499330,277484,reggae
45928,Ambush In The Night,Bob Marley,758413,552803,reggae
46077,Capricorn (A Brand New Name),Thirty Seconds to Mars,193014,755124,rock
46079,Fallen,Thirty Seconds to Mars,68218,646158,rock
46082,Echelon,Thirty Seconds to Mars,54527,860581,rock
46084,The Mission,Thirty Seconds to Mars,279391,955157,rock
46085,End Of The Beginning,Thirty Seconds to Mars,66521,795931,rock
46086,93 Million Miles,Thirty Seconds to Mars,179502,730449,rock
46089,Attack,Thirty Seconds to Mars,36028,983638,rock
46091,A beautiful lie,Thirty Seconds to Mars,52551,910737,rock
46094,Savoir,Thirty Seconds to Mars,91726,925929,rock
46095,From yesterday,Thirty Seconds to Mars,1525,719568,rock
46096,The story,Thirty Seconds to Mars,87267,506868,rock
46133,Loco,311,484614,898821,rock
46303,Gemini,The Alan Parsons Project,609202,162762,rock
46357,You're The Voice,The Alan Parsons Project,876891,471584,rock
46417,That I Would Be Good,Alanis Morissette,384383,404746,rock
46432,Simple Together,Alanis Morissette,162339,532274,rock
46459,Hand In My Pocket,Alanis Morissette,106303,375123,rock
46573,Monster,America,554308,368069,rock
46636,Childhood dream,Anathema,740148,105402,rock
46714,Alone,Ben Harper,228735,492417,rock
46750,She's only happy in the sun,Ben Harper,568407,192001,rock
46774,Call On Me,Janis Joplin,247765,379902,rock
46835,House of the Risin' Sun,Bob Dylan,37412,365370,folk
48649,Now At Last,Feist,956368,115193,pop
48659,Lovertits,Feist,750177,343335,pop
48666,I Feel It All,Feist,312032,593622,pop
48931,Evil And A Heathen,Franz Ferdinand,448645,996395,rock
49005,Cuckoo Cocoon,Genesis,172671,434460,rock
49152,Broken Hearts Parade,Good Charlotte,485943,882153,rock
49156,Crawling In The Dark,Hoobastank,87901,838500,rock
49158,Running Away,Hoobastank,63955,755903,rock
49164,Too Little Too Late,Hoobastank,331945,937568,rock
49176,Let It Out,Hoobastank,370962,977568,rock
49188,Don't Tell Me,Hoobastank,331679,911825,rock
49349,Go fo the throat,Iggy Pop,218657,829240,rock
49864,Cold Turkey,John Lennon,449970,659273,pop
49886,Love,John Lennon,693925,233608,pop
49957,Woman,John Lennon,807926,504180,pop
50097,She,Anthrax,306982,812409,metal
50232,You & Me,Lifehouse,811421,663599,rock
50421,Heiss,Nina Hagen,304094,501589,rock
50479,Heart-shaped box,Nirvana,20603,613212,rock
50485,Pennyroyal tea,Nirvana,357713,833119,rock
50493,The Man Who Sold The World,Nirvana,102746,519538,rock
50501,Lake Of Fire,Nirvana,344959,572740,rock
50503,Where Did You Sleep Last Night,Nirvana,164006,448515,rock
50660,Rearviewmirror,Pearl Jam,18725,931959,rock
50666,Spin the Black Circle,Pearl Jam,40728,942915,rock
50672,Corduroy,Pearl Jam,45763,702861,rock
50800,Goodbye Cruel World,Pink Floyd,95777,214114,rock
50801,Hey You,Pink Floyd,40990,555423,rock
50804,Vera,Pink Floyd,24811,309074,rock
50948,My Sweet Prince,Placebo,194601,315474,rock
50957,Black-Eyed,Placebo,200616,773172,rock
50962,Narcoleptic,Placebo,123747,314845,rock
50964,Special K,Placebo,90312,312362,rock
50992,Second Sight,Placebo,114616,1049182,rock
50993,Protect Me From What I Want,Placebo,116171,400866,rock
50999,Follow The Cops Back Home,Placebo,24256,435429,rock
51002,Blind,Placebo,68884,386918,rock
51006,In The Cold Light Of The Morning,Placebo,151019,466432,rock
51007,Song To Say Goodbye,Placebo,80759,547830,rock
51152,Me in Honey,R.E.M.,63983,807889,rock
51185,Scar tissue,Red Hot Chili Peppers,197173,519204,rock
51190,Porcelain,Red Hot Chili Peppers,927856,213948,rock
51197,Road trippin',Red Hot Chili Peppers,118062,358144,rock
51675,Burden in My Hand,Soundgarden,388008,662093,rock
51794,Golden Hair,Syd Barrett,798610,64400,rock
52179,Boys Don't Cry,The Cure,272848,731665,rock
52192,Play For Today,The Cure,7840,550520,rock
52209,One Hundred Years,The Cure,152663,684706,rock
52212,Siamese Twins,The Cure,37431,548369,rock
52252,Shiver And Shake,The Cure,147527,1015538,rock
52259,Lullaby,The Cure,47573,700509,rock
52262,The Same Deep Water As You,The Cure,55840,411318,rock
52285,A Letter to Elise,The Cure,118245,717168,rock
52315,The End Of The World,The Cure,8666,545733,rock
52320,Taking Off,The Cure,145511,860601,rock
53309,Here is no why,The Smashing Pumpkins,248984,848090,rock
53310,Bullet with butterfly wings,The Smashing Pumpkins,241401,836067,rock
53350,Stand Inside Your Love,The Smashing Pumpkins,119834,822787,rock
53354,Heavy Metal Machine,The Smashing Pumpkins,220663,917937,rock
53629,Little Rain (For Clyde),Tom Waits,291080,330349,rock
53717,October,U2,137268,159970,rock
53828,If you Wear That Velvet Dress,U2,791811,265032,rock
53829,Please,U2,42997,660864,rock
53841,Grace,U2,950324,199973,rock
54218,You Won't Let Me Go,Ray Charles,583053,198553,randb
